-7.326543e-01	-3.896036e-02	-1.254221e-15
-6.895405e-01	-3.847413e-02	6.823451e-15
-6.438315e-01	-3.800834e-02	-8.669877e-15
-5.956993e-01	-3.756221e-02	-1.256171e-14
-5.453250e-01	-3.713503e-02	7.496993e-15
-4.928982e-01	-3.672611e-02	-1.697085e-15
-4.386162e-01	-3.633480e-02	6.584835e-15
-3.826834e-01	-3.596050e-02	-1.161571e-14
-3.253103e-01	-3.560263e-02	-1.139362e-14
-2.667128e-01	-3.526066e-02	2.737650e-15
-2.071114e-01	-3.493408e-02	2.120582e-15
-1.467305e-01	-3.462241e-02	-6.360673e-16
-8.579731e-02	-3.432519e-02	3.050400e-16
-2.454123e-02	-3.404200e-02	2.589159e-15
3.680722e-02	-3.377245e-02	-1.992748e-15
9.801714e-02	-3.351615e-02	3.885781e-16
1.588581e-01	-3.327275e-02	-1.212887e-15
2.191012e-01	-3.304192e-02	2.094729e-15
2.785197e-01	-3.282334e-02	2.227522e-15
3.368899e-01	-3.261673e-02	3.395430e-15
3.939920e-01	-3.242181e-02	-1.935747e-15
4.496113e-01	-3.223831e-02	6.401465e-16
5.035384e-01	-3.206602e-02	-3.242298e-16
5.555702e-01	-3.190469e-02	2.137179e-15
6.055110e-01	-3.175412e-02	1.871469e-15
6.531728e-01	-3.161413e-02	-1.896220e-15
6.983762e-01	-3.148453e-02	5.544106e-17
7.409511e-01	-3.136517e-02	-8.419171e-16
7.807372e-01	-3.125588e-02	-5.792605e-16
8.175848e-01	-3.115655e-02	5.841732e-15
8.513552e-01	-3.106703e-02	-1.896381e-17
8.819213e-01	-3.098723e-02	-1.720846e-15
9.091680e-01	-3.091705e-02	8.309486e-16
9.329928e-01	-3.085639e-02	4.740216e-15
9.533060e-01	-3.080519e-02	5.151857e-15
9.700313e-01	-3.076338e-02	1.940579e-15
9.831055e-01	-3.073092e-02	-4.607426e-15
9.924795e-01	-3.070776e-02	-1.526557e-16
9.981181e-01	-3.069387e-02	6.453171e-16
1.000000e+00	-3.068924e-02	0.000000e+00
9.981181e-01	-3.069387e-02	-6.453171e-16
9.924795e-01	-3.070776e-02	1.526557e-16
9.831055e-01	-3.073092e-02	4.607426e-15
9.700313e-01	-3.076338e-02	-1.940579e-15
9.533060e-01	-3.080519e-02	-5.151857e-15
9.329928e-01	-3.085639e-02	-4.740216e-15
9.091680e-01	-3.091705e-02	-8.309486e-16
8.819213e-01	-3.098723e-02	1.720846e-15
8.513552e-01	-3.106703e-02	1.896381e-17
8.175848e-01	-3.115655e-02	-5.841732e-15
7.807372e-01	-3.125588e-02	5.792605e-16
7.409511e-01	-3.136517e-02	8.419171e-16
6.983762e-01	-3.148453e-02	-5.544106e-17
6.531728e-01	-3.161413e-02	1.896220e-15
6.055110e-01	-3.175412e-02	-1.871469e-15
5.555702e-01	-3.190469e-02	-2.137179e-15
5.035384e-01	-3.206602e-02	3.242298e-16
4.496113e-01	-3.223831e-02	-6.401465e-16
3.939920e-01	-3.242181e-02	1.935747e-15
3.368899e-01	-3.261673e-02	-3.395430e-15
2.785197e-01	-3.282334e-02	-2.227522e-15
2.191012e-01	-3.304192e-02	-2.094729e-15
1.588581e-01	-3.327275e-02	1.212887e-15
9.801714e-02	-3.351615e-02	-3.885781e-16
3.680722e-02	-3.377245e-02	1.992748e-15
-2.454123e-02	-3.404200e-02	-2.589159e-15
-8.579731e-02	-3.432519e-02	-3.050400e-16
-1.467305e-01	-3.462241e-02	6.360673e-16
-2.071114e-01	-3.493408e-02	-2.120582e-15
-2.667128e-01	-3.526066e-02	-2.737650e-15
-3.253103e-01	-3.560263e-02	1.139362e-14
-3.826834e-01	-3.596050e-02	1.161571e-14
-4.386162e-01	-3.633480e-02	-6.584835e-15
-4.928982e-01	-3.672611e-02	1.697085e-15
-5.453250e-01	-3.713503e-02	-7.496993e-15
-5.956993e-01	-3.756221e-02	1.256171e-14
-6.438315e-01	-3.800834e-02	8.669877e-15
-6.895405e-01	-3.847413e-02	-6.823451e-15
-7.326543e-01	-3.896036e-02	1.254221e-15
-7.730105e-01	-3.946785e-02	-2.317591e-15
-8.104572e-01	-3.999746e-02	1.361876e-15
-8.448536e-01	-4.055012e-02	-1.884727e-15
-8.760701e-01	-4.112680e-02	-9.331441e-16
-9.039893e-01	-4.172856e-02	4.602780e-16
-9.285061e-01	-4.235649e-02	-5.655403e-15
-9.495282e-01	-4.301178e-02	1.635811e-15
-9.669765e-01	-4.369567e-02	2.378142e-15
-9.807853e-01	-4.440952e-02	1.176143e-15
-9.909026e-01	-4.515474e-02	-1.843713e-15
-9.972905e-01	-4.593286e-02	-3.797367e-16
-9.999247e-01	-4.674550e-02	-4.704500e-15
-9.987955e-01	-4.759438e-02	6.291284e-16
-9.939070e-01	-4.848137e-02	-1.051105e-15
-9.852776e-01	-4.940844e-02	-1.257171e-16
-9.729400e-01	-5.037772e-02	2.909249e-15
-9.569403e-01	-5.139147e-02	-4.025426e-15
-9.373390e-01	-5.245213e-02	5.840830e-15
-9.142098e-01	-5.356231e-02	7.654551e-15
-8.876396e-01	-5.472482e-02	-6.144662e-15
-8.577286e-01	-5.594267e-02	5.715338e-15
-8.245893e-01	-5.721912e-02	-4.718448e-15
-7.883464e-01	-5.855765e-02	3.219647e-15
-7.491364e-01	-5.996204e-02	6.182554e-15
-7.071068e-01	-6.143635e-02	0.000000e+00
-6.624158e-01	-6.298500e-02	9.228729e-16
-6.152316e-01	-6.461273e-02	-3.219647e-15
-5.657318e-01	-6.632470e-02	4.718448e-15
-5.141027e-01	-6.812651e-02	1.390090e-15
-4.605387e-01	-7.002423e-02	-7.258704e-17
-4.052413e-01	-7.202446e-02	7.831438e-16
-3.484187e-01	-7.413441e-02	-1.066871e-15
-2.902847e-01	-7.636191e-02	7.641457e-16
-2.310581e-01	-7.871554e-02	-2.354138e-15
-1.709619e-01	-8.120468e-02	-2.982907e-15
-1.102222e-01	-8.383961e-02	3.715641e-15
-4.906767e-02	-8.663159e-02	-2.849574e-15
1.227154e-02	-8.959304e-02	1.040764e-15
7.356456e-02	-9.273762e-02	-3.297877e-15
1.345807e-01	-9.608041e-02	-2.722079e-15
1.950903e-01	-9.963809e-02	6.036838e-16
2.548657e-01	-1.034291e-01	-2.808354e-15
3.136817e-01	-1.074741e-01	2.041803e-15
3.713172e-01	-1.117958e-01	-1.783091e-15
4.275551e-01	-1.164197e-01	-1.653768e-15
4.821838e-01	-1.213743e-01	5.584438e-16
5.349976e-01	-1.266917e-01	-4.953139e-16
5.857979e-01	-1.324077e-01	8.863255e-16
6.343933e-01	-1.385629e-01	-2.414735e-15
6.806010e-01	-1.452032e-01	-3.224867e-15
7.242471e-01	-1.523804e-01	-1.843228e-15
7.651673e-01	-1.601538e-01	2.140920e-15
8.032075e-01	-1.685910e-01	-1.320701e-15
8.382247e-01	-1.777695e-01	2.745679e-16
8.700870e-01	-1.877783e-01	1.030951e-15
8.986745e-01	-1.987207e-01	-2.843194e-16
9.238795e-01	-2.107160e-01	9.575674e-16
9.456073e-01	-2.239037e-01	-2.012320e-15
9.637761e-01	-2.384472e-01	5.033911e-15
9.783174e-01	-2.545387e-01	4.318711e-15
9.891765e-01	-2.724063e-01	3.860336e-15
9.963126e-01	-2.923213e-01	-3.101957e-15
9.996988e-01	-3.146096e-01	3.754893e-15
9.993224e-01	-3.396644e-01	-3.853239e-15
9.951847e-01	-3.679645e-01	2.609024e-15
9.873014e-01	-4.000973e-01	1.799460e-15
9.757021e-01	-4.367900e-01	-4.150276e-15
9.604305e-01	-4.789518e-01	1.165871e-15
9.415441e-01	-5.277315e-01	-2.391607e-15
9.191139e-01	-5.845982e-01	-2.407592e-15
8.932243e-01	-6.514555e-01	2.099351e-16
8.639729e-01	-7.308061e-01	4.668041e-16
8.314696e-01	-8.259955e-01	-9.159340e-16
7.958369e-01	-9.415807e-01	-9.734775e-16
7.572088e-01	-1.083902e+00	-1.466009e-15
7.157308e-01	-1.262005e+00	-3.053814e-16
6.715590e-01	-1.489171e+00	1.350773e-15
6.248595e-01	-1.785588e+00	-2.522151e-15
5.758082e-01	-2.183254e+00	-1.485740e-15
5.245897e-01	-2.735581e+00	-1.517765e-15
4.713967e-01	-3.537837e+00	-2.720046e-15
4.164296e-01	-4.775583e+00	-1.111942e-15
3.598950e-01	-6.857913e+00	-6.695081e-15
3.020059e-01	-1.087521e+01	-6.894062e-15
2.429802e-01	-2.090442e+01	-1.138210e-14
1.830399e-01	-7.408962e+01	-2.947642e-14
1.224107e-01	9.053125e+01	2.257916e-14
6.132074e-02	3.879326e+01	4.586609e-15
